id,type,tags[],ratio,rarity,size,eventProbability,once,name<jpn>,keyword<jpn>,events[],interactTags[],interactEvents[],speak,image,describe<jpn>
object_room01,storage,-,1,-1,3,0.5,true,やたらに背の高い収納,収納,battle00/itemGet00/battle00,light,itemGet00,search,-,やけに背の高い収納だった。<br>ただの大きな箱なのに、嫌な威圧感がある。
object_room06,storage,house,1,-1,3,0.5,true,洋服の詰まったクローゼット,クローゼット,hide00/hide00/hide00,light,itemGet00,search,-,-
object_hutRoom03,storage,antique,1,-1,1,0.5,true,天井からぶら下がる麻袋,麻袋,itemGetFood00/battle00/itemGetGun01,-,-,search,-,-
object_staffRoom02,storage,office,1,-1,2,0.5,true,傷まみれのアルミのロッカー,アルミのロッカー,battle00/itemGet00/itemGetFood00,light,itemGet00,search,-,-
object_guestRoom01,storage,house,1,-1,2,0.5,true,半開きのクローゼット,半開きのクローゼット,battle00/itemGetMedicine00/itemNotFound00,light,itemGet00,search,-,-
object_bath03,storage,-,1,-1,2,0.5,true,蜘蛛の巣の張った戸棚,戸棚,itemGetCookingTool00/accident00/itemGet00,light,itemGet00,search,-,-
object_gallery01,storage,gallery,1,-1,3,0.5,true,荒らされた資料置き場の奥,資料置き場の奥,battle00/itemGetMap00/itemNotFound00,light,itemGet00,search,-,-
object_gallery02,storage,gallery,1,-1,3,0.5,true,鍵のかかっていない床下の収納,床下の収納,itemGetMaterial00/battle00/itemNotFound00,light,itemGet00,search,-,-
object_attractions03,storage,park,1,-1,3,0.5,true,日陰にある掃除用具入れ,掃除用具入れ,battle00/itemGet00/itemGet00,light,itemGet00,search,-,-
storage00,storage,hospital,1,-1,2,0.5,true,背の低いガラス張りの収納,ガラス張りの収納,itemGetMedicine00/itemGetMedicine00/itemNotFound00,-,-,search,-,-
object_hutRoom01,tableware,antique,1,-1,1,0.5,true,穴の開いた鉄の鍋,鉄の鍋,itemGetFood00/itemGetIdMaterial01/itemNotFound00,-,-,search,-,-
tableware00,tableware,-,1,-1,1,0.5,true,片付けられていない白い皿,白い皿,itemGetFood00/itemGetFood00/itemNotFound00,-,-,search,-,
tableware01,tableware,-,1,-1,1,0.5,true,割れて転がった陶器の器,陶器の器,itemGetFood00/itemGetFood00/itemNotFound00,-,-,search,-,
tableware02,tableware,luxury,1,-1,1,0.5,true,金のアフターヌーンーティースタンド,アフターヌーンーティースタンド,itemGetFood00/itemGetFood00/itemNotFound00,-,-,search,-,
tableware03,tableware,-,1,-1,1,0.5,true,食器の入ったガラスケース,ガラスケース,itemGetCookingTool00/itemGetFood00/itemNotFound00,-,-,search,-,
tableware04,tableware,-,1,-1,1,0.5,true,大ぶりなケトル,ケトル,itemNotFound00/itemGetFood00/itemGetFood00,-,-,search,-,
tableware05,tableware,-,1,-1,1,0.5,true,食べ物が描かれた角缶,角缶,itemGetFood00/itemGetFood00/itemNotFound00,-,-,search,-,
object_hutRoom00,tools,-,1,-1,1,0.5,true,錆びかけの工具箱,工具箱,itemGetIdAttack02/itemGetIdMaterial01/check00,keyPick,itemGet00,search,object01,-
object_hutRoom02,tools,-,1,-1,2,0,false,木製の作業台,作業台,selectionItemCraft00/selectionItemCraft00/selectionItemCraft00,-,-,search,-,工具と一緒に、木でできたニワトリのようなものが残されていた。<br>穴をあけようとした跡だけがあって、トサカと頭が繋げられていない。
tools00,tools,-,1,-1,2,0.5,true,壁掛けの工具ラック,工具ラック,itemGetMaterial00/battle00/itemGetHammer01,-,-,search,-,
tools01,tools,-,1,-1,2,0.5,true,配線ケーブルの詰まった箱,ケーブルの詰まった箱,itemGetMaterial00/itemGetMaterial00/accident00,keyPick,itemGet00,search,-,
tools02,tools,-,1,-1,2,0,false,散らかった工作台,工作台,selectionItemCraft00/selectionItemCraft00/selectionItemCraft00,-,-,search,-,
object_hutRoom04,toy,-,1,-1,1,0.5,true,腹の破れたぬいぐるみ,ぬいぐるみ,itemGetIdMaterial02/itemGetIdMaterial04/itemNotFound00,-,-,search,-,-
object_library02,toy,shop,1,-1,2,0.5,true,子供が乗れそうな汽車の遊具,汽車の遊具,battle00/itemNotFound00/itemGetGun01,-,-,search,-,-
toy00,toy,-,1,-1,1,0.5,true,片腕のない合体ロボの玩具,ロボの玩具,itemGetIdMaterial01/itemGetMaterial00/itemNotFound00,-,-,search,-,
toy01,toy,-,1,-1,2,0.5,true,玩具ブロックの入ったケース,ブロックの入ったケース,itemGetMaterial00/itemGetMaterial00/itemNotFound00,-,-,search,-,
object_square02,vehicle,-,1,-1,3,0.5,true,焼け残った赤い自動車,赤い自動車,itemGetIdMaterial01/itemGetIdHammer04/itemGetIdHammer04,-,-,search,-,窓ガラスは割れ、フレームは歪んでしまっている。<br>中を覗いてみようという気にはなれなかった。
object_road02,vehicle,-,1,-1,2,0.5,true,動かなくなったバイク,バイク,itemGetIdMaterial01/itemGetIdMaterial01/battle00,-,-,search,-,倒れたバイクからはエンジンが抜き取られていた。<br>魂を抜かれてしまったようで、苦しくなる。
object_road04,vehicle,-,1,-1,2,0.5,true,植物に飲み込まれた自転車,自転車,itemGetHammer01/itemGetFood00/battle00,-,-,search,object00,力強く根を張った植物に、自転車は飲み込まれていた。<br>やがて、何もかも緑が覆いつくしてしまうのだろう。
object_grassland03,vehicle,camp,1,-1,4,0.5,true,扉の開いたままのキャンピングカー,キャンピングカー,itemGetFood00/battle00/itemGetGun01,keyPick,itemGet00,search,-,-
object_carryIn00,vehicle,-,1,-1,4,0.5,true,乗り捨てられたトラック,トラック,battle00/battle00/itemNotFound00,keyPick,itemGet00,search,-,-
object_carryIn01,vehicle,factory,1,-1,3,0.5,true,動きそうにないフォークリフト,フォークリフト,itemNotFound00/battle00/itemNotFound00,-,-,search,-,なんとなく知ってはいるけれど、よく見たことはなかった。<br>こんな世界だからこそ、こうして出会えるものもある。
object_parking00,vehicle,-,1,-1,3,0.5,true,錆びついた銀のセダン,銀のセダン,itemGetCookingTool00/battle00/itemGetFood00,keyPick,itemGet00,search,-,古い車だった。<br>長年手入れしながら乗っていたのだと思うと、いたたまれない思いになる。
object_parking01,vehicle,-,1,-1,3,0.5,true,窓ガラスの割れた軽トラック,軽トラック,itemGetFood00/itemGet00/itemGetGun01,keyPick,itemGet00,search,-,-
object_parking02,vehicle,-,1,-1,2,0.5,true,風で倒れたスクーター,スクーター,itemGetIdMaterial01/itemGetArmor00/itemNotFound00,-,-,search,-,-
object_parking03,vehicle,-,1,-1,3,0.5,true,横倒しになったミニバン,ミニバン,battle00/itemGet00/itemGetFood00,keyPick,itemGet00,search,-,-
-,,,,,,,,,,,,,,,
